id,numero,titulo,director,anio_estreno,pais_origen,fecha_vista,anio_visto,es_revisionado,estado_enriquecimiento,fuente
P0128-1,128,The long walk,Francis Lawrence,2025,USA,2026-10-25,2025,No,Migrada,CSV historico
P0129-1,129,Elephant,Gus Van Sant,2003,USA,2026-10-25,2025,No,Migrada,CSV historico
P0130-1,130,The abominable Dr Phibes,Robert Fuest,1971,UK,2026-10-27,2025,No,Migrada,CSV historico
P0131-1,131,The perfect neighbor,Geeta Gandbhir,2025,USA,2026-10-30,2025,No,Migrada,CSV historico
P0132-2,132,Demolition Man,Marco Brambilla,1993,USA,2026-10-31,2025,Si,Migrada,CSV historico
P0133-1,133,Terrifier 3,Damien Leone,2024,USA,2026-11-01,2025,No,Migrada,CSV historico
P0134-3,134,Relatos salvajes,Damián Szifron,2014,Argentina,2026-11-02,2025,Si,Migrada,CSV historico
P0135-1,135,Falling down,Joel Schumacher,1993,USA,2026-11-06,2025,No,Migrada,CSV historico
P0136-1,136,The ugly stepsister,Emilie Blichfeldt,2025,Noruega/Polonia/Suecia/Dinamarca,2026-11-07,2025,No,Migrada,CSV historico
P0137-2,137,Un oso rojo,Adrián Caetano,2002,Argentina,2026-11-08,2025,Si,Migrada,CSV historico
P0138-1,138,Trouble every day,Claire Denis,2001,Francia,2026-11-11,2025,No,Migrada,CSV historico
P0139-1,139,This Is spinal tap,Rob Reiner,1984,USA,2026-11-12,2025,No,Migrada,CSV historico
P0140-1,140,The girl with de needle,Magnus von Horn,2024,Dinamarca,2026-11-14,2025,No,Migrada,CSV historico
P0141-1,141,The big wedding,Justin Zackham,2013,USA,2026-11-15,2025,No,Migrada,CSV historico
P0142-1,142,Spinal tap II The end continúes,Rob Reiner,2025,USA,2026-11-16,2025,No,Migrada,CSV historico
P0143-1,143,Corazón de león,Marcos Carnevale,2013,Argentina,2026-11-16,2025,No,Migrada,CSV historico
P0144-1,144,Supersize me,Morgan Spurlock,2004,USA,2026-11-17,2025,No,Migrada,CSV historico
P0145-1,145,Nobody 2,Timo Tjahjanto,2025,USA,2026-11-20,2025,No,Migrada,CSV historico
P0146-1,146,27 noches,Daniel Hendler,2025,Argentina,2026-11-21,2025,No,Migrada,CSV historico
P0147-1,147,A man called Otto,Marc Forster,2023,USA,2026-11-22,2025,No,Migrada,CSV historico
P0148-1,148,El secreto de sus ojos,Juan José Campanella,2009,Argentina,2026-11-23,2025,No,Migrada,CSV historico
P0149-1,149,Muertos de risa,Álex de la Iglesia,1999,España,2026-11-27,2025,No,Migrada,CSV historico
P0150-1,150,Tóxic avenger,"Lloyd Kaufman, Michael Herz",1984,USA,2026-11-28,2025,No,Migrada,CSV historico
P0151-1,151,Children of men,Alfonso Cuarón,2006,USA,2026-11-29,2025,No,Migrada,CSV historico
P0152-1,152,Dog eat dog,Paul Schrader,2016,USA,2026-11-30,2025,No,Migrada,CSV historico
P0153-1,153,Richie Rich,Donald Petrie,1994,USA,2026-11-30,2025,No,Migrada,CSV historico
P0154-1,154,9 auras,Mariano Frigerio,2025,Argentina,2026-12-03,2025,No,Migrada,CSV historico
P0155-2,155,The other guys,Adam McKay,2010,USA,2026-12-04,2025,Si,Migrada,CSV historico
P0156-1,156,Frankestein,Guillermo del Toro,2025,USA,2026-12-06,2025,No,Migrada,CSV historico
P0157-1,157,The tóxic Avenger,Macon Blair,2023,USA,2026-12-07,2025,No,Migrada,CSV historico
P0158-1,158,The one i love,Charlie McDowell,2014,USA,2026-12-08,2025,No,Migrada,CSV historico
P0159-1,159,Pulse,Jim Sonzero,2006,USA,2026-12-08,2025,No,Migrada,CSV historico
P0160-2,160,Circle,"Mario Miscione,Aaron Hann",2015,USA,2026-12-09,2025,Si,Migrada,CSV historico
P0161-1,161,"Talladega Nights, The ballad of Ricky Bobby",Adam McKay,2006,USA,2026-12-09,2025,No,Migrada,CSV historico
P0162-1,162,Platoon,Oliver Stone,1986,USA,2026-12-10,2025,No,Migrada,CSV historico
P0163-2,163,Jackass 4.5,Jeff Tremaine,2022,USA,2026-12-13,2025,Si,Migrada,CSV historico
P0164-1,164,Straw dogs,Sam Peckinpah,1971,USA/UK,2026-12-14,2025,No,Migrada,CSV historico
P0165-1,165,Snakes on a plane,David R. Ellis,2006,USA,2026-12-17,2025,No,Migrada,CSV historico
P0166-2,166,21 Jump street,"Phil Lord, Christopher Miller",2012,USA,2026-12-19,2025,Si,Migrada,CSV historico
P0167-1,167,Mars attack,Tim Burton,1996,USA,2026-12-20,2025,No,Migrada,CSV historico
P0168-1,168,The great flood,Kim Byeong-u,2025,Corea del sur,2026-12-20,2025,No,Migrada,CSV historico
P0169-1,169,The naked gun,Akiva Schaffer,2025,USA,2026-12-21,2025,No,Migrada,CSV historico
P0170-1,170,Anaconda,Luis Llosa,1997,USA,2026-12-23,2025,Si,Migrada,CSV historico
P0171-1,171,Scary movie,Keenen Ivory Wayans,2000,USA,2026-12-24,2025,No,Migrada,CSV historico
P2026-001,1,Bring Her Back,"Danny Philippou, Michael Philippou",2025,Australia,2026-01-04,2026,Si,Aprobada,CSV historico
P2026-002,2,Find Me Guilty,Sidney Lumet,2006,USA,2026-01-05,2026,No,Aprobada,CSV historico
P2026-003,3,The Cabin in the Woods,Drew Goddard,2012,USA,2026-01-06,2026,Si,Aprobada,CSV historico
P2026-004,4,Incendies,Denis Villeneuve,2010,Canadá,2026-01-07,2026,No,Aprobada,CSV historico
P2026-005,5,The Life of Chuck,Mike Flanagan,2024,USA,2026-01-08,2026,No,Aprobada,CSV historico
P2026-006,6,Clown in a Cornfield,Eli Craig,2025,USA,2026-01-10,2026,No,Aprobada,CSV historico
P2026-007,7,Leap Year,Anand Tucker,2010,USA / Irlanda,2026-01-16,2026,No,Aprobada,CSV historico
P2026-008,8,The Ladykillers,"Joel Coen, Ethan Coen",2004,USA,2026-01-18,2026,No,Aprobada,CSV historico
P2026-009,9,La virgen de la tosquera,Laura Casabé,2025,Argentina,2026-01-21,2026,No,Aprobada,CSV historico
P2026-010,10,Ballerina (From the World of John Wick),Len Wiseman,2025,USA,2026-01-24,2026,No,Aprobada,CSV historico
P2026-011,11,Acto de violencia en una joven periodista,Manuel Lamas,1988,Uruguay,2026-01-24,2026,No,Aprobada,CSV historico
P2026-012,12,Sisu: Road to Revenge,Jalmari Helander,2025,Finlandia,2026-01-25,2026,No,Aprobada,CSV historico
P2026-013,13,Soft & Quiet,Beth de Araújo,2022,USA,2026-01-25,2026,No,Aprobada,CSV historico
P2026-014,14,Las barras bravas,Enrique Carreras,1985,Argentina,2026-01-26,2026,No,Aprobada,CSV historico
P2026-015,15,Los payasos,"Lucas Bucci, Tomás Sposato",2019,Argentina,2026-01-27,2026,No,Aprobada,CSV historico
P2026-016,16,El secreto de Marrowbone,Sergio G. Sánchez,2017,España,2026-01-27,2026,No,Aprobada,CSV historico
P2026-017,17,Possession,Andrzej Żuławski,1981,Francia / Alemania Occidental,2026-01-28,2026,No,Aprobada,CSV historico
P2026-018,18,Bugonia,Yorgos Lanthimos,2025,USA / Reino Unido,2026-01-29,2026,No,Aprobada,CSV historico
P2026-019,19,Tusk,Kevin Smith,2014,USA,2026-01-31,2026,No,Aprobada,CSV historico
P2026-020,20,El coso,Néstor Frenkel,2022,Argentina,2026-02-02,2026,No,Aprobada,CSV historico
P2026-021,21,"To Wong Foo, Thanks for Everything! Julie Newmar",Beeban Kidron,1995,USA,2026-02-03,2026,No,Aprobada,CSV historico
P2026-022,22,Lamb,Valdimar Jóhannsson,2021,Islandia,2026-02-04,2026,No,Aprobada,CSV historico
P2026-023,23,Tiempo de pagar,Felipe Wein,2024,Argentina,2026-02-05,2026,No,Aprobada,CSV historico
P2026-024,24,Crimewave,Sam Raimi,1985,USA,2026-02-06,2026,No,Aprobada,CSV historico
P2026-025,25,Black Sheep,Jonathan King,2006,Nueva Zelanda,2026-02-07,2026,No,Aprobada,CSV historico
P2026-026,26,"Me, Myself & Irene","Bobby Farrelly, Peter Farrelly",2000,USA,2026-02-08,2026,No,Aprobada,CSV historico
P2026-027,27,Becoming Led Zeppelin,Bernard MacMahon,2025,Reino Unido / USA,2026-02-09,2026,No,Aprobada,CSV historico
P2026-028,28,Raising Arizona,"Joel Coen, Ethan Coen",1987,USA,2026-02-10,2026,No,Aprobada,CSV historico
P2026-029,29,The Amateur,James Hawes,2025,USA / Reino Unido,2026-02-12,2026,No,Aprobada,CSV historico
P2026-030,30,Boys Don't Cry,Kimberly Peirce,1999,USA,2026-02-17,2026,No,Aprobada,CSV historico
P2026-031,31,"Un peso, un dólar",Gabriel Condron,2007,Argentina,2026-02-18,2026,No,Aprobada,CSV historico
P2026-032,32,Pieces (Mil gritos tiene la noche),Juan Piquer Simón,1982,España,2026-02-19,2026,No,Aprobada,CSV historico
P2026-033,33,Evil Dead II,Sam Raimi,1987,USA,2026-02-21,2026,No,Aprobada,CSV historico
P2026-034,34,Ford v Ferrari,James Mangold,2019,USA,2026-02-22,2026,No,Aprobada,CSV historico
P2026-035,35,O Agente Secreto,Kleber Mendonça Filho,2025,Brasil,2026-02-23,2026,No,Aprobada,CSV historico
P2026-036,36,La vida útil,Federico Veiroj,2010,Uruguay,2026-02-24,2026,No,Aprobada,CSV historico
P2026-037,37,The Smashing Machine,Benny Safdie,2025,USA,2026-02-25,2026,No,Aprobada,CSV historico
P2026-038,38,Todo el año es Navidad,Néstor Frenkel,2018,Argentina,2026-02-26,2026,Si,Aprobada,CSV historico
P2026-039,39,Gattaca,Andrew Niccol,1997,USA,2026-02-27,2026,No,Aprobada,CSV historico
P2026-040,40,Nighthawks,Bruce Malmuth,1981,USA,2026-02-28,2026,No,Aprobada,CSV historico
P2026-041,41,The Thing,John Carpenter,1982,USA,2026-02-28,2026,Si,Aprobada,CSV historico
P2026-042,42,Sex Tape,Jake Kasdan,2014,USA,2026-03-01,2026,No,Aprobada,CSV historico
P2026-043,43,Office Space,Mike Judge,1999,USA,2026-03-01,2026,No,Aprobada,CSV historico
P2026-044,44,Kill Bill: The Whole Bloody Affair,Quentin Tarantino,2011,USA,2026-03-03,2026,No,Aprobada,CSV historico
P2026-045,45,The NeverEnding Story,Wolfgang Petersen,1984,Alemania Occidental / USA,2026-03-05,2026,No,Aprobada,CSV historico
P2026-046,46,Chicos ricos,Mariano Galperín,2000,Argentina,2026-03-06,2026,No,Aprobada,CSV historico
P2026-047,47,Good Fortune,Aziz Ansari,2025,USA,2026-03-07,2026,No,Aprobada,CSV historico
P2026-048,48,Battle of the Sexes,"Jonathan Dayton, Valerie Faris",2017,USA / Reino Unido,2026-03-07,2026,No,Aprobada,CSV historico
P2026-049,49,Ghostbusters,Ivan Reitman,1984,USA,2026-03-07,2026,No,Aprobada,CSV historico
P2026-050,50,Redux Redux,"Kevin McManus, Matthew McManus",2025,USA,2026-03-08,2026,No,Aprobada,CSV historico
P2026-051,51,Marty Supreme,Josh Safdie,2025,USA,2026-03-10,2026,No,Aprobada,CSV historico
P2026-052,52,El extraño viaje,Fernando Fernán Gómez,1964,España,2026-03-12,2026,No,Aprobada,CSV historico
P2026-053,53,Fargo,"Joel Coen, Ethan Coen",1996,USA,2026-03-13,2026,No,Aprobada,CSV historico
P2026-054,54,The Greatest Showman,Michael Gracey,2017,USA,2026-03-14,2026,No,Aprobada,CSV historico
P2026-055,55,El tema del verano,Pablo Stoll,2024,Uruguay / Argentina / Chile,2026-03-14,2026,No,Aprobada,CSV historico
P2026-056,56,Bring Her Back,"Danny Philippou, Michael Philippou",2025,Australia,2026-03-14,2026,Si,Aprobada,CSV historico
P2026-057,57,Bacurau,"Kleber Mendonça Filho, Juliano Dornelles",2019,Brasil,2026-03-15,2026,No,Aprobada,CSV historico
P2026-058,58,Talk to Me,"Danny Philippou, Michael Philippou",2022,Australia,2026-03-15,2026,Si,Aprobada,CSV historico
P2026-059,59,Late Night with the Devil,"Cameron Cairnes, Colin Cairnes",2023,Australia,2026-03-16,2026,No,Aprobada,CSV historico
P2026-060,60,Don't Die: The Man Who Wants to Live Forever,Bryce Dallas Howard,2025,USA,2026-03-19,2026,No,Aprobada,CSV historico
P2026-061,61,Nuestra tierra,Lucrecia Martel,2025,Argentina,2026-03-20,2026,No,Aprobada,CSV historico
P2026-062,62,The Vanishing (Spoorloos),George Sluizer,1988,Países Bajos / Francia,2026-03-21,2026,No,Aprobada,CSV historico
P2026-063,63,The Running Man,Edgar Wright,2025,USA,2026-03-21,2026,No,Aprobada,CSV historico
P2026-064,64,All the President's Men,Alan J. Pakula,1976,USA,2026-03-22,2026,No,Aprobada,CSV historico
P2026-065,65,Top Secret!,"Jim Abrahams, David Zucker, Jerry Zucker",1984,USA,2026-03-22,2026,No,Aprobada,CSV historico
P2026-066,66,Scream 7,Kevin Williamson,2026,USA,2026-03-24,2026,No,Aprobada,CSV historico
P2026-067,67,The Running Man,Paul Michael Glaser,1987,USA,2026-03-24,2026,No,Aprobada,CSV historico
P2026-068,68,The Boondock Saints,Troy Duffy,1999,USA,2026-03-28,2026,No,Aprobada,CSV historico
P2026-069,69,F1,Joseph Kosinski,2025,USA,2026-03-29,2026,No,Aprobada,CSV historico
P2026-070,70,Burn After Reading,"Joel Coen, Ethan Coen",2008,USA,2026-03-29,2026,No,Aprobada,CSV historico
P2026-071,71,Send Help,Sam Raimi,2026,USA,2026-03-29,2026,No,Aprobada,CSV historico
P2026-072,72,The Amazing Transplant,Doris Wishman,1970,USA,2026-03-30,2026,No,Aprobada,CSV historico
P2026-073,73,Promising Young Woman,Emerald Fennell,2020,Reino Unido / USA,2026-03-30,2026,Si,Aprobada,CSV historico
P2026-074,74,Eating Raoul,Paul Bartel,1982,USA,2026-04-02,2026,Si,Aprobada,CSV historico
P2026-075,75,La H,Nicanor Loreti,2011,Argentina,2026-04-09,2026,Si,Aprobada,CSV historico
P2026-076,76,Lord of War,Andrew Niccol,2005,USA,2026-04-10,2026,No,Aprobada,CSV historico
P2026-077,77,La Ciénaga,Lucrecia Martel,2001,Argentina,2026-04-11,2026,Si,Aprobada,CSV historico
P2026-078,78,El otro hermano,Israel Adrián Caetano,2017,Argentina,2026-04-16,2026,No,Aprobada,CSV historico
P2026-079,79,Source Code,Duncan Jones,2011,USA,2026-04-17,2026,Si,Aprobada,CSV historico
P2026-080,80,A Real Pain,Jesse Eisenberg,2024,USA / Polonia,2026-04-18,2026,No,Aprobada,CSV historico
P2026-081,81,31,Rob Zombie,2016,USA,2026-04-19,2026,No,Aprobada,CSV historico
P2026-082,82,Rough Night,Lucia Aniello,2017,USA,2026-04-19,2026,No,Aprobada,CSV historico
P2026-083,83,En retirada,Juan Carlos Desanzo,1984,Argentina,2026-04-23,2026,No,Aprobada,CSV historico
P2026-084,84,Ready or Not,"Matt Bettinelli-Olpin, Tyler Gillett",2019,USA / Canadá,2026-04-25,2026,No,Aprobada,CSV historico
P2026-085,85,Thank You for Smoking,Jason Reitman,2005,USA,2026-04-26,2026,No,Aprobada,CSV historico
P2026-086,86,Carrie,Brian De Palma,1976,USA,2026-04-26,2026,Si,Aprobada,CSV historico
P2026-087,87,Yiya Murano: muerte a la hora del té,Alejandro Hartmann,2026,Argentina,2026-04-30,2026,No,Aprobada,CSV historico
P2026-088,88,Medianeras,Gustavo Taretto,2011,Argentina,2026-05-01,2026,No,Aprobada,CSV historico
P2026-089,89,2073,Asif Kapadia,2024,Reino Unido / USA,2026-05-02,2026,No,Aprobada,CSV historico
P2026-090,90,Anaconda,Tom Gormican,2025,USA,2026-05-02,2026,Si,Aprobada,CSV historico
P2026-091,91,Tenacious D in The Pick of Destiny,Liam Lynch,2006,USA,2026-05-03,2026,No,Aprobada,CSV historico
P2026-092,92,Últimos días de la víctima,Adolfo Aristarain,1982,Argentina,2026-05-04,2026,Si,Aprobada,CSV historico
P2026-093,93,La parte del león,Adolfo Aristarain,1978,Argentina,2026-05-06,2026,Si,Aprobada,CSV historico
P2026-094,94,Den of Thieves 2: Pantera,Christian Gudegast,2025,USA,2026-05-09,2026,No,Aprobada,CSV historico
P2026-095,95,Carrie,Kimberly Peirce,2013,USA,2026-05-09,2026,Si,Aprobada,CSV historico
P2026-096,96,Lenny,Bob Fosse,1974,USA,2026-05-10,2026,No,Aprobada,CSV historico
P2026-097,97,Traslados,Nicolás Gil Lavedra,2024,Argentina,2026-05-13,2026,No,Aprobada,CSV historico
P2026-098,98,Fase 7,Nicolás Goldbart,2011,Argentina,2026-05-15,2026,Si,Aprobada,CSV historico
P2026-099,99,The Taking of Pelham One Two Three,Joseph Sargent,1974,USA,2026-05-16,2026,No,Aprobada,CSV historico
P2026-100,100,Tin Soldier,Brad Furman,2025,USA,2026-05-16,2026,No,Aprobada,CSV historico
P2026-101,101,Magnolia,Paul Thomas Anderson,1999,USA,2026-05-16,2026,No,Aprobada,CSV historico
P2026-102,102,Death Becomes Her,Robert Zemeckis,1992,USA,2026-05-17,2026,No,Aprobada,CSV historico
P2026-103,103,The Curious Case of Benjamin Button,David Fincher,2008,USA,2026-05-17,2026,No,Aprobada,CSV historico
P2026-104,104,Moebius,Gustavo Mosquera R.,1996,Argentina,2026-05-20,2026,No,Aprobada,CSV historico
P2026-105,105,The Star Chamber,Peter Hyams,1983,USA,2026-05-22,2026,No,Aprobada,CSV historico
P2026-106,106,Goodfellas,Martin Scorsese,1990,USA,2026-05-23,2026,Si,Aprobada,CSV historico
P2026-107,107,Christine,John Carpenter,1983,USA,2026-05-24,2026,Si,Aprobada,CSV historico
P2026-108,108,The Taking of Pelham 123,Tony Scott,2009,USA,2026-05-25,2026,Si,Aprobada,CSV historico
P2026-109,109,Hannibal,Ridley Scott,2001,USA,2026-05-25,2026,No,Aprobada,CSV historico
P2026-110,110,Time Lapse,Bradley King,2014,USA,2026-05-28,2026,No,Aprobada,CSV historico
P2026-111,111,Un lugar en el mundo,Adolfo Aristarain,1992,Argentina / Uruguay / España,2026-05-29,2026,No,Aprobada,CSV historico
P2026-112,112,Desearás al hombre de tu hermana,Diego Kaplan,2017,Argentina,2026-05-30,2026,Si,Aprobada,CSV historico
P2026-113,113,No Way Out,Roger Donaldson,1987,USA,2026-05-31,2026,No,Aprobada,CSV historico
P2026-114,114,The Bride!,Maggie Gyllenhaal,2026,USA,2026-05-31,2026,No,Aprobada,CSV historico
P2026-115,115,¿Quién puede matar a un niño?,Narciso Ibáñez Serrador,1976,España,2026-06-01,2026,Si,Aprobada,CSV historico
P2026-116,116,Twins,Ivan Reitman,1988,USA,2026-06-05,2026,Si,Aprobada,CSV historico
P2026-117,117,DodgeBall: A True Underdog Story,Rawson Marshall Thurber,2004,USA,2026-06-06,2026,No,Aprobada,CSV historico
P2026-118,118,John Wick,Chad Stahelski,2014,USA,2026-06-06,2026,Si,Aprobada,CSV historico
P2026-119,119,Inside Man,Spike Lee,2006,USA,2026-06-07,2026,No,Aprobada,CSV historico
P2026-120,120,Ladies First,Thea Sharrock,2026,USA,2026-06-07,2026,No,Aprobada,CSV historico
P2026-121,121,The Royal Tenenbaums,Wes Anderson,2001,USA,2026-06-07,2026,No,Aprobada,CSV historico
P2026-122,122,Blood Simple,"Joel Coen, Ethan Coen",1984,USA,2026-06-10,2026,No,Aprobada,CSV historico
P2026-123,123,El vampiro negro,Román Viñoly Barreto,1953,Argentina,2026-06-11,2026,No,Aprobada,CSV historico
P2026-124,124,John Wick: Chapter 2,Chad Stahelski,2017,USA,2026-06-11,2026,Si,Aprobada,CSV historico
P2026-125,125,Mortal Kombat,Simon McQuoid,2021,USA,2026-06-12,2026,Si,Aprobada,CSV historico
P2026-126,126,It Follows,David Robert Mitchell,2014,USA,2026-06-13,2026,No,Aprobada,CSV historico
P2026-127,127,Arrebato,Iván Zulueta,1979,España,2026-06-13,2026,No,Aprobada,CSV historico
P2026-128,128,John Wick: Chapter 3 – Parabellum,Chad Stahelski,2019,USA,2026-06-13,2026,No,Aprobada,CSV historico
P2026-129,129,They Will Kill You,Kirill Sokolov,2026,USA,2026-06-14,2026,No,Aprobada,CSV historico
P2026-130,130,Mortal Kombat II,Simon McQuoid,2026,USA / Australia,2026-06-14,2026,No,Aprobada,CSV historico
P2026-131,131,John Wick: Chapter 4,Chad Stahelski,2023,USA,2026-06-14,2026,No,Aprobada,CSV historico
P2026-132,132,The 40-Year-Old Virgin,Judd Apatow,2005,USA,2026-06-14,2026,No,Aprobada,CSV historico
P2026-133,133,Vampire humaniste cherche suicidaire consentant,Ariane Louis-Seize,2023,Canadá,2026-06-15,2026,No,Aprobada,CSV historico
P2026-134,134,50/50,Jonathan Levine,2011,USA,2026-06-18,2026,No,Aprobada,CSV historico
P2026-135,135,Ghost World,Terry Zwigoff,2001,USA / Reino Unido / Alemania,2026-06-20,2026,No,Aprobada,CSV historico
P2026-136,136,Foul Play,Colin Higgins,1978,USA,2026-06-21,2026,No,Aprobada,CSV historico
P2026-137,137,The Hunt,Craig Zobel,2020,USA,2026-06-24,2026,Si,Aprobada,CSV historico
P2026-138,138,Mortal Kombat,Paul W. S. Anderson,1995,USA,2026-06-27,2026,Si,Aprobada,CSV historico
P2026-139,139,Undercover Brother,Malcolm D. Lee,2002,USA,2026-06-27,2026,No,Aprobada,CSV historico
P2026-140,140,"Soñar, soñar",Leonardo Favio,1976,Argentina,2026-06-28,2026,No,Aprobada,CSV historico
P2026-141,141,Weekend at Bernie's,Ted Kotcheff,1989,USA,2026-07-03,2026,No,Aprobada,CSV historico
P2026-142,142,Mortal Kombat: Annihilation,John R. Leonetti,1997,USA,2026-07-04,2026,No,Aprobada,CSV historico
P2026-143,143,Equilibrium,Kurt Wimmer,2002,USA,2026-07-05,2026,No,Aprobada,CSV historico
P2026-144,144,Shampoo,Hal Ashby,1975,USA,2026-07-05,2026,No,Aprobada,CSV historico
P2026-145,145,Mikey and Nicky,Elaine May,1976,USA,2026-07-09,2026,No,Aprobada,CSV historico
P2026-146,146,Bunny Lake Is Missing,Otto Preminger,1965,Reino Unido,2026-07-09,2026,No,Aprobada,CSV historico
P2026-147,147,Michael,Antoine Fuqua,2026,USA,2026-07-09,2026,No,Aprobada,CSV historico
P2026-148,148,Ready or Not 2: Here I Come,"Matt Bettinelli-Olpin, Tyler Gillett",2026,USA,2026-07-10,2026,No,Aprobada,CSV historico
P2026-149,149,Backrooms,Kane Parsons,2026,USA,2026-07-11,2026,No,Aprobada,CSV historico
P2026-150,150,Antiviral,Brandon Cronenberg,2012,Canadá,2026-07-12,2026,No,Aprobada,CSV historico
P2026-151,151,El partido,"Juan Cabral, Santiago Franco",2026,Argentina,2026-07-14,2026,No,Aprobada,CSV historico
P2026-152,152,Let the Corpses Tan (Laissez bronzer les cadavres),"Hélène Cattet, Bruno Forzani",2017,Bélgica / Francia,2026-07-17,2026,No,Aprobada,CSV historico
P2026-153,153,Django Unchained,Quentin Tarantino,2012,USA,2026-07-18,2026,Si,Aprobada,CSV historico
P2026-154,154,16 Blocks,Richard Donner,2006,USA / Alemania,2026-07-18,2026,Si,Aprobada,CSV historico
P2026-155,155,The Departed,Martin Scorsese,2006,USA,2026-07-19,2026,Si,Aprobada,CSV historico
P2026-156,156,A Nightmare on Elm Street,Wes Craven,1984,USA,2026-07-21,2026,No,Aprobada,CSV historico
P2026-157,157,But I'm a Cheerleader,Jamie Babbit,1999,USA,2026-07-22,2026,No,Aprobada,CSV historico
P2026-158,158,Sleepers,Barry Levinson,1996,USA,2026-07-23,2026,No,Aprobada,CSV historico
P2026-159,159,Misery,Rob Reiner,1990,USA,2026-07-23,2026,No,Aprobada,CSV historico
P2026-160,160,Internal Affairs,Mike Figgis,1990,USA,2026-07-24,2026,No,Aprobada,CSV historico
P2026-161,161,Razorback,Russell Mulcahy,1984,Australia,2026-07-25,2026,No,Aprobada,CSV historico
P2026-162,162,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,2020,USA,2026-07-25,2026,No,Aprobada,CSV historico
P2026-163,163,Nineteen Eighty-Four,Michael Radford,1984,Reino Unido,2026-07-26,2026,No,Aprobada,CSV historico
P2026-164,164,The Sheep Detectives,Kyle Balda,2026,USA,2026-07-26,2026,No,Aprobada,CSV historico
P2026-165,165,Scary Movie 6,Michael Tiddes,2026,USA,2026-07-26,2026,No,Aprobada,CSV historico
P2026-166,166,Los jóvenes viejos,Rodolfo Kuhn,1962,Argentina,2026-07-28,2026,No,Aprobada,CSV historico
P2026-167,167,A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder,1985,USA,2026-07-28,2026,No,Aprobada,CSV historico
P2026-168,168,Obsession,Brian De Palma,1976,USA,2026-08-01,2026,No,Aprobada,CSV historico
P2026-169,169,Electra Glide in Blue,James William Guercio,1973,USA,2026-08-05,2026,No,Aprobada,CSV historico
P2026-170,170,A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,1987,USA,2026-08-06,2026,No,Aprobada,CSV historico
P2026-171,171,Edmond,Stuart Gordon,2005,USA,2026-08-07,2026,No,Aprobada,CSV historico
P2026-172,172,Deuce Bigalow: European Gigolo,Mike Bigelow,2005,USA / Países Bajos,2026-08-07,2026,No,Aprobada,CSV historico
P2026-173,173,La dicha en movimiento,Maxi Gutiérrez,2025,Argentina,2026-08-08,2026,No,Aprobada,CSV historico
P2026-174,174,A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,1988,USA,2026-08-08,2026,No,Aprobada,CSV historico
P2026-175,175,A Nightmare on Elm Street 5: The Dream Child,Stephen Hopkins,1989,USA,2026-08-09,2026,No,Aprobada,CSV historico
P2026-176,176,Fatal Attraction,Adrian Lyne,1987,USA,2026-08-13,2026,No,Aprobada,CSV historico
P2026-177,177,Not Another Teen Movie,Joel Gallen,2001,USA,2026-08-14,2026,No,Aprobada,CSV historico
P2026-178,178,Freddy's Dead: The Final Nightmare,Rachel Talalay,1991,USA,2026-08-14,2026,No,Aprobada,CSV historico
P2026-179,179,Thief,Michael Mann,1981,USA,2026-08-14,2026,No,Aprobada,CSV historico
P2026-180,180,The Warriors,Walter Hill,1979,USA,2026-08-15,2026,No,Aprobada,CSV historico
P2026-181,181,Wes Craven's New Nightmare,Wes Craven,1994,USA,2026-08-15,2026,No,Aprobada,CSV historico
P2026-182,182,The Hot Chick,Tom Brady,2002,USA,2026-08-15,2026,No,Aprobada,CSV historico
P2026-183,183,Rolling Thunder,John Flynn,1977,USA,2026-08-16,2026,No,Aprobada,CSV historico
P2026-184,184,Tiempo de valientes,Damián Szifrón,2005,Argentina,2026-08-16,2026,No,Aprobada,CSV historico
P2026-185,185,Freddy vs. Jason,Ronny Yu,2003,USA / Canadá / Italia,2026-08-17,2026,No,Aprobada,CSV historico
P2026-186,186,Boogie Nights,Paul Thomas Anderson,1997,USA,2026-08-17,2026,No,Aprobada,CSV historico
P2026-187,187,X,Ti West,2022,USA,2026-08-17,2026,Si,Aprobada,CSV historico
P2026-188,188,A Nightmare on Elm Street,Samuel Bayer,2010,USA,2026-08-19,2026,No,Aprobada,CSV historico
P2026-189,189,Dawn of the Dead,Zack Snyder,2004,USA / Canadá / Japón,2026-08-20,2026,Si,Aprobada,CSV historico
P2026-190,190,Would You Rather,David Guy Levy,2012,USA,2026-08-21,2026,No,Aprobada,CSV historico
P2026-191,191,Pearl,Ti West,2022,USA / Canadá,2026-08-21,2026,Si,Aprobada,CSV historico
P2026-192,192,Experiment in Terror,Blake Edwards,1962,USA,2026-08-22,2026,No,Aprobada,CSV historico
P2026-193,193,Fritz the Cat,Ralph Bakshi,1972,USA,2026-08-22,2026,No,Aprobada,CSV historico
P2026-194,194,Eyes Without a Face (Les yeux sans visage),Georges Franju,1960,Francia / Italia,2026-08-27,2026,No,Aprobada,CSV historico
P2026-195,195,Perdita Durango,Álex de la Iglesia,1997,España / México / USA,2026-08-28,2026,No,Aprobada,CSV historico
